Variables with no matching questionnaire question text in the Wave 18 PDF.
(Derived, admin, grid aggregates, and renamed fields often have no verbatim question.)
Total dictionary variables (Pos. lines): 3973
Matched from PDF: 568
Not found in PDF: 3405

variable	variable_label
n_pbnft6	Income types received: Child Benefit
n_pbnft7	Income types received: Working Tax Credit (formerly Working Family Tax Credit an
n_pbnft8	Income types received: Housing Benefit/Rent Rebate
n_pbnft9	Income types received: Incapacity Benefit (Replaces Invalidity and NI Sickness B
n_pbnft11	Income types received: Child Tax Credit
n_pbnft12	Income types received: Pension Credit
n_pbnft19	Scottish Child Payment
n_pbnft10	Income types received: Any other state benefit
n_pbnft96	Income types received: None of these
n_netuse	Regularly uses internet
n_prfitb	Total personal income
n_prfitbw_w14	Total personal income weekly
n_prfitba_w14	Total personal income annually
n_ivprsnt	Anyone present during interview
n_consentsms	Consent to send questions by text
n_detincothr1	Home landline
n_detincothr2	Work phone number
n_detincothr3	E-mail address
n_detincothr4	All correct
n_rhland_code	Participant landline given
n_rphmobb_code	participant mobile given
n_rphmob_code	Participant mobile given
n_mobnrchk_code	participant mobile given after non-response check
n_rphwrk_code	Participant work number given
n_remail_code	Participant email given
n_remail2_code	participant email second entry given
n_rcotherd_code	Other contact details
n_ctconsconf1	Relation
n_ctconsconf2	Name
n_ctconsconf3	Address
n_ctconsconf4	Postcode
n_ctconsconf5	Telephone
n_ctconsconf6	Alternative telephone
n_ctconsconf7	Email
n_ctconsconf8	No changes or corrections
n_ctconsconf95	Stable contact refused
n_ctadd1_code	stable contact address 1 given
n_ctadd2_code	stable contact address 2 given
n_cttown_code	stable contact town 1 given
n_ctcnty_code	stable contact county given
n_ctpcode_code	stable contact postcode given
n_cttel1_code	stable contact phone 1 given
n_cttel2_code	stable contact phone 2 given
n_ctemail_code	stable contact email given
n_ideviceused	Device used for first accessing individual interview
n_indmode	mode this individual was given final ind outcome in
n_intdatd_if	Interview date: Day, imputation flag
n_intdatm_if	Interview date: Month, imputation flag
n_intdaty_if	Interview date: Year, imputation flag
n_doby_if	DOB Year imputation flag
n_age_if	Imputation flag for age_dv
n_ppsex	Partner's sex
n_fnpid	Natural father: PIDP
n_mnpid	Natural mother: PIDP
n_pn1pid	Natural parent 1: PIDP
n_pn1pno	Natural parent 1: PNO
n_pn1sex	Natural parent 1: Sex
n_pn2pid	Natural parent 2: PIDP
n_pn2pno	Natural parent 2: PNO
n_pn2sex	Natural parent 2: Sex
n_pns1pid	Nat/step/adopt parent 1: PIDP
n_pns1pno	Nat/step/adopt parent 1: PNO
n_pns1sex	Nat/step/adopt parent 1: Sex
n_pns2pid	Nat/step/adopt parent 2: PIDP
n_pns2pno	Nat/step/adopt parent 2: PNO
n_pns2sex	Nat/step/adopt parent 2: Sex
n_grfpid	Grandfather: PIDP
n_grmpid	Grandmother: PIDP
n_jlsoc20_cc	Last job: SOC 2020, condensed
n_pasoc20_cc	Father's SOC 2020, resp aged 14, condensed
n_masoc20_cc	Mother's SOC 2020, resp aged 14, condensed
n_yasoc20_cc	young adult: job like: SOC 2020, condensed
n_j1soc20_cc	First job: SOC 2020, condensed
n_jbsoc20_cc	Current job: SOC 2020, condensed
n_gigemptyp1	providing a driving or taxi service, for a fee
n_gigemptyp2	providing delivery or courier services
n_gigemptyp3	providing professional work, such as consultancy, legal advice, accounting
n_gigemptyp4	providing creative or it work, such as writing, graphic design, or web dev
n_gigemptyp5	Providing administrative work, such as data entry or click work
n_gigemptyp6	providing skilled manual work, such as plumbing, building, electrical maint
n_gigemptyp7	providing personal services, such as cleaning, moving, or diy tasks
n_gigemptyp8	selling good or crafts that i have made (e.g. via etsy, etc.)
n_gigemptyp9	selling goods that i have bought to resell
n_gigemptyp10	Renting out a place (my home or another property I own) for a short-term
n_gigemptyp96	none of these types
n_gigemptyp97	other type of job
n_owwah	Other work at home
n_julksoc00_1_cc	Job 1 searching for: SOC 2000, condensed
n_julksoc00_2_cc	Job 2 searching for: SOC 2000, condensed
n_julksoc00_3_cc	Job 3 searching for: SOC 2000, condensed
n_julksoc10_1_cc	Job 1 searching for: SOC 2010, condensed
n_julksoc10_2_cc	Job 2 searching for: SOC 2010, condensed
n_julksoc10_3_cc	Job 3 searching for: SOC 2010, condensed
n_julksoc20_1_cc	Job 1 searching for: SOC 2020, condensed
n_julksoc20_2_cc	Job 2 searching for: SOC 2020, condensed
n_julksoc20_3_cc	Job 3 searching for: SOC 2020, condensed
n_j2pay_if	imputation flag jb2pay_dv
n_fimngrs_tc	fimngrs_dv includes top coded component (EUL version only) (EUL version only)
n_fimngrs_dv	total monthly personal income gross
n_fimnlabgrs_tc	fimnlabgrs_dv includes top coded component (EUL version only) (EUL version only)
n_fimnlabgrs_dv	total monthly labour income gross
n_fimnlabnet_tc	fimnlabnet_dv includes top coded component (EUL version only) (EUL version only)
n_fimnlabnet_dv	amount income component 1: net labour income
n_fiyrinvinc_tc	fiyrinvinc_dv includes top coded component (EUL version only) (EUL version only)
n_fiyrinvinc_dv	income from savings and investments, annual
n_fibenothr_tc	fibenothr_dv includes top coded component (EUL version only) (EUL version only)
n_fibenothr_dv	Total income from benefits and other sources
n_paygu_dv	usual gross pay per month: current job
n_payg_dv	gross pay per month in current job: last payment
n_paynu_dv	usual net pay per month: current job
n_payn_dv	net pay per month in current job: last payment
n_seearngrs_dv	self employment earnings - gross
n_seearnnet_dv	self employment earnings - net
n_j2pay_dv	pay in second job
n_j2paynet_dv	amount income component 1c: net earnings second job
n_ff_ivlolw	fed forward interview outcome prev wave
n_ff_jbsemp	fed-forward job status: employed or self employed
n_ff_jbmngr	fed-forward job status: managerial duties
n_ff_jbsize	fed-forward job status: number employed at workplace
n_ff_jbstat	respondent employment status at previous interview
n_ff_emplw	whether in paid employment at previous wave
n_ff_bentype01	fed-forward: received ni retirement/state retirement (old age) pension
n_ff_bentype02	fed-forward: received pension, previous employer
n_ff_bentype03	fed-forward: received pension from a spouse's previous employer
n_ff_bentype04	fed-forward: received private pension/annuity
n_ff_bentype05	fed-forward: received widow's or war widow's pension
n_ff_bentype06	fed-forward: received widowed mother's allowance / widowed parent's allowance
n_ff_bentype07	fed-forward: received pension credit (incl. guarantee credit & saving credit)
n_ff_bentype08	fed-forward: received severe disablement allowance
n_ff_bentype09	fed-forward: received industrial injury disablement allowance
n_ff_bentype10	fed-forward: received disability living allowance
n_ff_bentype11	fed-forward: received attendance allowance
n_ff_bentype12	fed-forward: received carer's allowance (was invalid care allowance)
n_ff_bentype13	fed-forward: received war disablement pension
n_ff_bentype14	fed-forward: received incapacity benefit
n_ff_bentype15	fed-forward: received income support
n_ff_bentype16	fed-forward: received job seeker's allowance
n_ff_bentype17	fed-forward: received national insurance credits
n_ff_bentype18	fed-forward: received child benefit (incl. lone-parent child benefit payments)
n_ff_bentype19	fed-forward: received child tax credit
n_ff_bentype20	fed-forward: received working tax credit (incl. disabled person's tax credit)
n_ff_bentype21	fed-forward: received maternity allowance
n_ff_bentype22	fed-forward: received housing benefit
n_ff_bentype23	fed-forward: received council tax benefit
n_ff_bentype24	fed-forward: received educational grant (not student loan or tuition fee loan)
n_ff_bentype25	fed-forward: received trade union / friendly society payment
n_ff_bentype26	fed-forward: received maintenance or alimony
n_ff_bentype27	fed-forward: received payments from a family member not living here
n_ff_bentype28	fed-forward: received rent from boarders or lodgers (not family members) living
n_ff_bentype29	fed-forward: received rent from any other property
n_ff_bentype30	fed-forward: received foster allowance / guardian allowance
n_ff_bentype31	fed-forward: received rent rebate
n_ff_bentype32	fed-forward: received rate rebate
n_ff_bentype33	fed-forward: received employment and support allowance
n_ff_bentype34	fed-forward: received return to work credit
n_ff_bentype35	fed-forward: received sickness and accident insurance
n_ff_bentype36	fed-forward: received in-work credit for lone parents
n_ff_bentype37	fed-forward: other disability related benefit or payment
n_ff_bentype38	fed-forward: any other regular payment
n_ff_bentype39	fed-forward: any other state benefit
n_ff_bentype40	fed-forward: universal credit
n_ff_bentype41	fed-forward: personal independence payments
n_ff_ivintlang	Interview language previous interview
n_ff_yr2uk4	fed-forward year to uk
n_ff_oprlg	fed-forward whether belong to a religion
n_ff_oprlg0	fed-forward religion brought up in: e/s/w
n_ff_oprlg1	Religion affiliation
n_ff_oprlg0ni	Religious affiliation / Northern Ireland
n_ff_ukborn	fed-forward born in the uk
n_ff_bentype42	fed-forward: student loan and/or tuition fee loan
n_ff_bentype43	fed-forward: child disability payment
n_ff_bentype44	fed-forward: adult disability payment
n_ff_bentype45	fed-forward: pension age disability payment
n_ff_bentype46	fed-forward: scottish child payment
n_sex_dv	Sex, derived
n_age_dv	Age, derived from dob_dv and intdat_dv
n_intdatd_dv	Interview date: Day, derived
n_intdatm_dv	Interview date: Month, derived
n_intdaty_dv	Interview date: Year, derived
n_doby_dv	DOB: Year, derived
n_pensioner_dv	Whether R is of pensionable age
n_marstat_dv	Harmonised de facto marital status
n_npn_dv	Number of R's natural parents in hh
n_npns_dv	Number of R's nat/step/adopt parents in hh
n_ngrp_dv	Number of R's grandparents in hh
n_nnsib_dv	Number of R's natural siblings in hh
n_nnssib_dv	Number of R's nat/step/adopt siblings in hh
n_npensioner_dv	Total # of pensionable age in hh
n_j1nssec8_dv	own first job: NSSEC 8 classes
n_panssec8_dv	Father's job: NSSEC 8 classes, resp aged 14
n_manssec8_dv	Mother's job: NSSEC 8 classes, resp aged 14
n_nisced11_dv	Newest Highest education qualification, short ISCED 2011
n_yanssec8_dv	young adult: job like: NSSEC 8 classes
n_scdata_dv	Self-completion module completed
n_ethn_dv	Ethnic group (derived from multiple sources)
n_capi_suspended_dv	CAPI suspended due to the COVID pandemic
n_fimnmisc_dv	amount income component 2: miscellaneous income
n_fimnprben_dv	amount income component 3: private benefit income
n_fimninvnet_dv	amount income component 5: investment income
n_fimnpen_dv	amount income component 6: pension income
n_fimnsben_dv	amount income component 7: social benefit income
n_fimnnet_dv	total net personal income - no deductions
n_addrmov_dv	Participant changes address postcode since last wave
n_distmov_dv	Distance participant moved since last wave (km)
n_country	Country of residence
n_gor_dv	Government Office Region
n_urban_dv	Urban or rural area, derived
n_hhresp_dv	Household response status
n_xtra5min_dv	Received extra 5 mins EMB questions? cross-sectional
n_xtra5minosm_dv	Received extra 5 mins EMB questions? longitudinal
n_agegr5_dv	Age group (age_dv): 5 year intervals
n_agegr10_dv	Age group (age_dv): 10 year intervals
n_agegr13_dv	Age group (age_dv): 13 categories
n_livesp_dv	Lives with spouse in hh
n_cohab_dv	Lives with cohabitee in hh
n_single_dv	Single in hh
n_mastat_dv	De facto marital status
n_hhtype_dv	Composition of household, LFS-version
n_buno_dv	benefit unit number
n_depchl_dv	Whether dependent child - official definition
n_nchild_dv	Number of own children in household
n_ndepchl_dv	Number of own dependent children in household
n_adresp15_dv	PNO of person responsible for child under 16
n_respm16_dv	whether natural/adoptive/step mother of child under 16
n_respf16_dv	whether natural/adoptive/step/foster father of child under 16
n_rach16_dv	Whether responsible for child under 16
n_hrpno	Household reference person: PNO
n_ppid	partner's person identifier: PIDP
n_ppno	partner's person number: PNO
n_sppid	Spouse's person identifier: PIDP
n_sppno	Spouse's person number: PNO
n_fnpno	Natural father: PNO
n_fnspid	Nat/step/adopt father: PIDP
n_fnspno	Nat/step/adopt father: PNO
n_mnpno	Natural mother: PNO
n_mnspid	Nat/step/adopt mother: PIDP
n_mnspno	Nat/step/adopt mother: PNO
n_grfpno	Grandfather: PNO
n_grmpno	Grandmother: PNO
n_qfhigh_dv	Highest educational qualification
n_nqfhigh_dv	Newly reported highest educational qualification
n_qfhighfl_dv	Eligibility flag for QFHIGH in UKHLS format
n_hiqual_dv	Highest qualification ever reported
n_nhiqual_dv	Highest new qualification, UKHLS & BHPS samples
n_isced11_dv	Highest education qualification, short ISCED 2011
n_nnmpsp_dv	No. non-employment spells since last interview
n_nmpsp_dv	No. employment spells since last interview
n_nunmpsp_dv	No. unemployment spells since last interview
n_jbft_dv	Full or part-time employee
n_jbsoc00_cc	Current job: SOC 2000, condensed
n_jbsoc10_cc	Current job: SOC 2010, condensed
n_jbsic07_cc	Current job: SIC 2007, condensed
n_jbiindb_dv	Current job: Industrial classification (CNEF), two digits
n_jbes2000	Current job: Employment Status 2000
n_jbseg_dv	Current job: Socio-economic Group
n_jbrgsc_dv	Current job: Registrar General's Social Class
n_jbnssec_dv	Current job: NS-SEC (detailed)
n_jbnssec8_dv	Current job: Eight Class NS-SEC
n_jbnssec5_dv	Current job: Five Class NS-SEC
n_jbnssec3_dv	Current job: Three Class NS-SEC
n_jbisco88_cc	Current job: ISCO88 (condensed 3 digits version)
n_jlsoc00_cc	Last job: SOC 2000, condensed
n_jlsoc10_cc	Last job: SOC 2010, condensed
n_jlsic07_cc	Last job: SIC 2007, condensed
n_jliindb_dv	Last job: Industrial classification (CNEF), two digits
n_jles2000	Last job: Employment Status 2000
n_jlseg_dv	Last job: Socio-economic Group
n_jlrgsc_dv	Last job: Registrar General's Social Class
n_jlnssec_dv	Last job: NS-SEC
n_jlnssec8_dv	Last job: Eight Class NS-SEC
n_jlnssec5_dv	Last job: Five Class NS-SEC
n_jlnssec3_dv	Last job: Three Class NS-SEC
n_jlisco88_cc	Last job: ISCO88 (condensed 3 digits version)
n_pasoc90_cc	Father's SOC 1990, resp aged 14, condensed
n_pasoc00_cc	Father's SOC 2000, resp aged 14, condensed
n_pasoc10_cc	Father's SOC 2010, resp aged 14, condensed
n_masoc90_cc	Mother's SOC 1990, resp aged 14, condensed
