variable_id,description,pct_nonnegative
n_fiyrinvinc_tc,fiyrinvinc_dv includes top coded component (EUL version only) (EUL version only),99.9915
n_fiyrinvinc_dv,"income from savings and investments, annual",99.9915
n_fibenothr_tc,fibenothr_dv includes top coded component (EUL version only) (EUL version only),99.9915
n_fibenothr_dv,Total income from benefits and other sources,95.4641
n_paygu_dv,usual gross pay per month: current job,46.6101
n_payg_dv,gross pay per month in current job: last payment,41.4492
n_paynu_dv,usual net pay per month: current job,46.6101
n_payn_dv,net pay per month in current job: last payment,41.4492
n_seearngrs_dv,self employment earnings - gross,6.8618
n_seearnnet_dv,self employment earnings - net,6.8618
n_j2pay_dv,pay in second job,95.4641
n_j2paynet_dv,amount income component 1c: net earnings second job,95.4641
n_ff_ivlolw,fed forward interview outcome prev wave,97.044
n_ff_jbsemp,fed-forward job status: employed or self employed,50.4912
n_ff_jbmngr,fed-forward job status: managerial duties,46.46
n_ff_jbsize,fed-forward job status: number employed at workplace,46.3
n_ff_jbstat,respondent employment status at previous interview,90.0033
n_ff_emplw,whether in paid employment at previous wave,90.0834
n_ff_bentype01,fed-forward: received ni retirement/state retirement (old age) pension,91.1151
n_ff_ivintlang,Interview language previous interview,91.0445
n_ff_yr2uk4,fed-forward year to uk,10.7684
n_ff_oprlg,fed-forward whether belong to a religion,80.854
n_ff_oprlg0ni,Religious affiliation / Northern Ireland,1.085
n_ff_ukborn,fed-forward born in the uk,72.1789
n_sex_dv,"Sex, derived",99.9984
n_age_dv,"Age, derived from dob_dv and intdat_dv",99.9935
n_intdatd_dv,"Interview date: Day, derived",99.9996
n_intdatm_dv,"Interview date: Month, derived",99.9996
n_intdaty_dv,"Interview date: Year, derived",99.9996
n_doby_dv,"DOB: Year, derived",99.9935
n_pensioner_dv,Whether R is of pensionable age,99.9923
n_marstat_dv,Harmonised de facto marital status,99.7136
n_npn_dv,Number of R's natural parents in hh,100.0
n_npns_dv,Number of R's nat/step/adopt parents in hh,100.0
n_ngrp_dv,Number of R's grandparents in hh,100.0
n_nnsib_dv,Number of R's natural siblings in hh,100.0
n_nnssib_dv,Number of R's nat/step/adopt siblings in hh,100.0
n_npensioner_dv,Total # of pensionable age in hh,99.9171
n_j1nssec8_dv,own first job: NSSEC 8 classes,7.4055
n_panssec8_dv,"Father's job: NSSEC 8 classes, resp aged 14",3.2037
n_manssec8_dv,"Mother's job: NSSEC 8 classes, resp aged 14",2.4594
n_nisced11_dv,"Newest Highest education qualification, short ISCED 2011",97.0435
n_yanssec8_dv,young adult: job like: NSSEC 8 classes,3.0964
n_scdata_dv,Self-completion module completed,100.0
n_ethn_dv,Ethnic group (derived from multiple sources),99.572
n_fimnmisc_dv,amount income component 2: miscellaneous income,99.9915
n_fimnprben_dv,amount income component 3: private benefit income,99.9915
n_fimninvnet_dv,amount income component 5: investment income,99.9915
n_fimnpen_dv,amount income component 6: pension income,99.9915
n_fimnsben_dv,amount income component 7: social benefit income,99.9915
n_fimnnet_dv,total net personal income - no deductions,99.9278
n_addrmov_dv,Participant changes address postcode since last wave,88.0947
n_distmov_dv,Distance participant moved since last wave (km),4.9372
n_country,Country of residence,99.9494
n_gor_dv,Government Office Region,99.9494
n_urban_dv,"Urban or rural area, derived",99.8216
n_hhresp_dv,Household response status,100.0
n_xtra5min_dv,Received extra 5 mins EMB questions? cross-sectional,95.4724
n_xtra5minosm_dv,Received extra 5 mins EMB questions? longitudinal,95.4724
n_agegr5_dv,Age group (age_dv): 5 year intervals,99.9935
n_agegr10_dv,Age group (age_dv): 10 year intervals,99.9935
n_agegr13_dv,Age group (age_dv): 13 categories,99.9935
n_livesp_dv,Lives with spouse in hh,100.0
n_cohab_dv,Lives with cohabitee in hh,100.0
n_single_dv,Single in hh,100.0
n_mastat_dv,De facto marital status,99.7654
n_hhtype_dv,"Composition of household, LFS-version",100.0
n_buno_dv,benefit unit number,100.0
n_depchl_dv,Whether dependent child - official definition,100.0
n_nchild_dv,Number of own children in household,100.0
n_ndepchl_dv,Number of own dependent children in household,84.9898
n_adresp15_dv,PNO of person responsible for child under 16,0.0016
n_respm16_dv,whether natural/adoptive/step mother of child under 16,100.0
n_respf16_dv,whether natural/adoptive/step/foster father of child under 16,100.0
n_rach16_dv,Whether responsible for child under 16,99.9984
n_hrpno,Household reference person: PNO,99.9994
n_ppid,partner's person identifier: PIDP,62.2894
n_ppno,partner's person number: PNO,100.0
n_sppid,Spouse's person identifier: PIDP,51.1286
n_sppno,Spouse's person number: PNO,100.0
n_fnpno,Natural father: PNO,100.0
n_fnspid,Nat/step/adopt father: PIDP,10.4523
n_fnspno,Nat/step/adopt father: PNO,100.0
n_mnpno,Natural mother: PNO,100.0
n_mnspid,Nat/step/adopt mother: PIDP,14.1872
n_mnspno,Nat/step/adopt mother: PNO,100.0
n_grfpno,Grandfather: PNO,100.0
n_grmpno,Grandmother: PNO,100.0
n_qfhigh_dv,Highest educational qualification,85.5357
n_nqfhigh_dv,Newly reported highest educational qualification,16.192
n_qfhighfl_dv,Eligibility flag for QFHIGH in UKHLS format,100.0
n_hiqual_dv,Highest qualification ever reported,98.4437
n_nhiqual_dv,"Highest new qualification, UKHLS & BHPS samples",16.2606
n_isced11_dv,"Highest education qualification, short ISCED 2011",97.6616
n_nnmpsp_dv,No. non-employment spells since last interview,83.9182
n_nmpsp_dv,No. employment spells since last interview,83.9012
n_nunmpsp_dv,No. unemployment spells since last interview,83.8893
n_jbft_dv,Full or part-time employee,52.4378
n_jbsoc00_cc,"Current job: SOC 2000, condensed",54.4043
n_jbsoc10_cc,"Current job: SOC 2010, condensed",32.0651
n_jbsic07_cc,"Current job: SIC 2007, condensed",53.5503
n_jbiindb_dv,"Current job: Industrial classification (CNEF), two digits",97.4073
n_jbes2000,Current job: Employment Status 2000,55.8248
n_jbseg_dv,Current job: Socio-economic Group,54.3724
n_jbrgsc_dv,Current job: Registrar General's Social Class,54.3724
n_jbnssec_dv,Current job: NS-SEC (detailed),54.3724
n_jbnssec8_dv,Current job: Eight Class NS-SEC,54.3724
n_jbnssec5_dv,Current job: Five Class NS-SEC,54.3724
n_jbnssec3_dv,Current job: Three Class NS-SEC,54.3724
n_jbisco88_cc,Current job: ISCO88 (condensed 3 digits version),53.6616
n_jlsoc00_cc,"Last job: SOC 2000, condensed",1.0987
n_jlsoc10_cc,"Last job: SOC 2010, condensed",0.9519
n_jlsic07_cc,"Last job: SIC 2007, condensed",1.0793
n_jliindb_dv,"Last job: Industrial classification (CNEF), two digits",30.3509
n_jles2000,Last job: Employment Status 2000,1.1703
n_jlseg_dv,Last job: Socio-economic Group,1.0973
n_jlrgsc_dv,Last job: Registrar General's Social Class,1.0973
n_jlnssec_dv,Last job: NS-SEC,1.0973
n_jlnssec8_dv,Last job: Eight Class NS-SEC,1.0973
n_jlnssec5_dv,Last job: Five Class NS-SEC,1.0973
n_jlnssec3_dv,Last job: Three Class NS-SEC,1.0973
n_jlisco88_cc,Last job: ISCO88 (condensed 3 digits version),1.0781
n_pasoc90_cc,"Father's SOC 1990, resp aged 14, condensed",3.2056
n_pasoc00_cc,"Father's SOC 2000, resp aged 14, condensed",3.2039
n_pasoc10_cc,"Father's SOC 2010, resp aged 14, condensed",3.2098
n_masoc90_cc,"Mother's SOC 1990, resp aged 14, condensed",2.4596
n_masoc00_cc,"Mother's SOC 2000, resp aged 14, condensed",2.4596
n_masoc10_cc,"Mother's SOC 2010, resp aged 14, condensed",2.4606
n_j1soc90_cc,"First job: SOC 1990, condensed",7.4049
n_j1soc00_cc,"First job: SOC 2000, condensed",7.4055
n_j1soc10_cc,"First job: SOC 2010, condensed",7.4063
n_yasoc90_cc,"young adult: job like: SOC 1990, condensed",3.0973
n_yasoc00_cc,"young adult: job like: SOC 2000, condensed",3.0973
n_yasoc10_cc,"young adult: job like: SOC 2010, condensed",3.0982
n_scflag_dv,flag for self-completion record,100.0
n_payu_dv,usual pay per month if different from last,2.8291
n_paygu_if,imputation flag var - paygu_dv,95.4641
n_paynu_if,imputation flag var - paynu_dv,95.4641
n_seearngrs_if,imputation flag var - seearngrs_dv,95.4641
n_fiyrinvinc_if,imputation flag var fiyrinvinc_dv,95.4641
n_fibenothr_if,share of c_fibenothr_dv imputed,95.4643
n_fimnlabgrs_if,imputation flag fimnlabgrs_dv,99.9913
n_fimngrs_if,imputation flag fimngrs_dv,99.9913
