variable_id,description,pct_nonnegative
n_smkmnth12,pregnancy 2: trimesters smoked: Months 1 to 3,0.002
n_smkmnth22,pregnancy 2: trimesters smoked: Months 4 to 6,0.002
n_smkmnth32,pregnancy 2: trimesters smoked: Months 7 to 9,0.002
n_pregsmk12,pregnancy 2: No. of cigarettes smoked during first trimester,0.0016
n_pregsmk22,pregnancy 2: No. of cigarettes smoked during second trimester,0.0008
n_pregsmk32,pregnancy 2: No. of cigarettes smoked during third trimester,0.0012
n_aedrof2,pregnancy 2: Freq alcohol while preg,0.0255
n_aepuwk2,pregnancy 2: Units alcohol per week,0.0004
n_aepuda2,pregnancy 2: Units alcohol per occasion,0.002
n_lchmulti2,pregnancy 2: Pregnancy resulted in multiple births,0.0273
n_pregm3,pregnancy 3: Month of pregnancy,0.0107
n_pregy43,pregnancy 3: Year of pregnancy,0.0107
n_pregfert3,pregnancy 3: Used fertility treatment,0.0109
n_pregft13,pregnancy 3: In vitro fertilisation treatment,0.0006
n_pregft23,pregnancy 3: Medication,0.0006
n_pregft33,pregnancy 3: Sperm donation,0.0006
n_pregft43,pregnancy 3: Egg donation,0.0006
n_pregft53,pregnancy 3: Artificial insemination,0.0006
n_pregft63,pregnancy 3: Other treatment,0.0006
n_pregft963,pregnancy 3: None of these,0.0006
n_pregspd3,pregnancy 3: Sperm donation,0.0
n_pregout3,pregnancy 3: Outcome of pregnancy,0.0129
n_pregend3,pregnancy 3: How pregnancy ended,0.0049
n_endmnth3,pregnancy 3: Month pregnancy ended if not live birth,0.0049
n_pregsmoke3,pregnancy 3: Smoked during pregnancy,0.0032
n_smkmnth13,pregnancy 3: trimesters smoked: Months 1 to 3,0.0002
n_smkmnth23,pregnancy 3: trimesters smoked: Months 4 to 6,0.0002
n_smkmnth33,pregnancy 3: trimesters smoked: Months 7 to 9,0.0002
n_pregsmk13,pregnancy 3: No. of cigarettes smoked during first trimester,0.0002
n_pregsmk23,pregnancy 3: No. of cigarettes smoked during second trimester,0.0002
n_pregsmk33,pregnancy 3: No. of cigarettes smoked during third trimester,0.0002
n_aedrof3,pregnancy 3: Freq alcohol while preg,0.0035
n_aepuwk3,pregnancy 3: Units alcohol per week,0.0
n_aepuda3,pregnancy 3: Units alcohol per occasion,0.0
n_lchmulti3,pregnancy 3: Pregnancy resulted in multiple births,0.0034
n_pregm4,pregnancy 4: Month of pregnancy,0.0017
n_pregy44,pregnancy 4: Year of pregnancy,0.0017
n_pregfert4,pregnancy 4: Used fertility treatment,0.0017
n_pregft14,pregnancy 4: In vitro fertilisation treatment,0.0
n_pregft24,pregnancy 4: Medication,0.0
n_pregft34,pregnancy 4: Sperm donation,0.0
n_pregft44,pregnancy 4: Egg donation,0.0
n_pregft54,pregnancy 4: Artificial insemination,0.0
n_pregft64,pregnancy 4: Other treatment,0.0
n_pregft964,pregnancy 4: None of these,0.0
n_pregspd4,pregnancy 4: Sperm donation,0.0
n_pregout4,pregnancy 4: Outcome of pregnancy,0.0034
n_pregend4,pregnancy 4: How pregnancy ended,0.0017
n_endmnth4,pregnancy 4: Month pregnancy ended if not live birth,0.0017
n_pregsmoke4,pregnancy 4: Smoked during pregnancy,0.0004
n_smkmnth14,pregnancy 4: trimesters smoked: Months 1 to 3,0.0
n_smkmnth24,pregnancy 4: trimesters smoked: Months 4 to 6,0.0
n_smkmnth34,pregnancy 4: trimesters smoked: Months 7 to 9,0.0
n_pregsmk14,pregnancy 4: No. of cigarettes smoked during first trimester,0.0
n_pregsmk24,pregnancy 4: No. of cigarettes smoked during second trimester,0.0
n_pregsmk34,pregnancy 4: No. of cigarettes smoked during third trimester,0.0
n_aedrof4,pregnancy 4: Freq alcohol while preg,0.0005
n_aepuwk4,pregnancy 4: Units alcohol per week,0.0
n_aepuda4,pregnancy 4: Units alcohol per occasion,0.0005
n_lchmulti4,pregnancy 4: Pregnancy resulted in multiple births,0.0004
n_prevhcondno1,Previous health condition:    Asthma,24.8285
n_hospcp1,Hospital in-patient due to diagnosed condition: Asthma,5.1245
n_hospdcp1,Hospital in-patient days due to prior condition: Asthma,0.0774
n_hcondp1,Still has prior diagnosed condition:    Asthma,5.4335
n_prevhcondno3,Previous health condition:    Congestive heart failure,24.8285
n_hospcp3,Hospital in-patient due to diagnosed condition: Congestive heart failure,0.2665
n_hospdcp3,Hospital in-patient days due to prior condition: Congestive heart failure,0.0279
n_hcondp3,Still has prior diagnosed condition:    Congestive heart failure,0.302
n_prevhcondno4,Previous health condition:    Coronary heart disease,24.8285
n_hospcp4,Hospital in-patient due to diagnosed condition: Coronary heart disease,0.7703
n_hospdcp4,Hospital in-patient days due to prior condition: Coronary heart disease,0.0628
n_hcondp4,Still has prior diagnosed condition:    Coronary heart disease,0.8382
n_prevhcondno5,Previous health condition:    Angina,24.8285
n_hospcp5,Hospital in-patient due to diagnosed condition: Angina,0.6282
n_hospdcp5,Hospital in-patient days due to prior condition: Angina,0.0349
n_hcondp5,Still has prior diagnosed condition:    Angina,0.7119
n_prevhcondno8,Previous health condition:    Emphysema,24.8285
n_hospcp8,Hospital in-patient due to diagnosed condition: Emphysema,0.2088
n_hospdcp8,Hospital in-patient days due to prior condition: Emphysema,0.0121
n_hcondp8,Still has prior diagnosed condition:    Emphysema,0.2208
n_prevhcondno10,Previous health condition:    Hypothyroidism or an under-active thyroid,24.8285
n_hospcp10,Hospital in-patient due to diagnosed condition: Hypothyroidism or an under-activ,2.0933
n_hospdcp10,Hospital in-patient days due to prior condition: Hypothyroidism or an under-acti,0.0108
n_hcondp10,Still has prior diagnosed condition:    Hypothyroidism or an under-active thyroid,1.1371
n_prevhcondno11,Previous health condition:    Chronic bronchitis,24.8285
n_hospcp11,Hospital in-patient due to diagnosed condition: Chronic bronchitis,0.1612
n_hospdcp11,Hospital in-patient days due to prior condition: Chronic bronchitis,0.0044
n_hcondp11,Still has prior diagnosed condition:    Chronic bronchitis,0.1973
n_prevhcondno12,Previous health condition:    Any kind of liver condition,24.8285
n_hospcp12,Hospital in-patient due to diagnosed condition: Any kind of liver condition,0.4169
n_hospdcp12,Hospital in-patient days due to prior condition: Any kind of liver condition,0.0197
n_hcondp12,Still has prior diagnosed condition:    Any kind of liver condition,0.5666
n_prevhcondno15,Previous health condition:    Epilepsy,24.8285
n_hospcp15,Hospital in-patient due to diagnosed condition: Epilepsy,0.3369
n_hospdcp15,Hospital in-patient days due to prior condition: Epilepsy,0.0152
n_hcondp15,Still has prior diagnosed condition:    Epilepsy,0.3515
n_prevhcondno16,Previous health condition:    High blood pressure,24.8285
n_hospcp16,Hospital in-patient due to diagnosed condition: High blood pressure,6.5718
n_hospdcp16,Hospital in-patient days due to prior condition: High blood pressure,0.0711
n_hcondp16,Still has prior diagnosed condition:    High blood pressure,7.2229
n_prevhcondno19,Previous health condition:    Multiple sclerosis,24.8285
n_hospcp19,Hospital in-patient due to diagnosed condition: Multiple sclerosis,0.1225
n_hospdcp19,Hospital in-patient days due to prior condition: Multiple sclerosis,0.0044
n_hcondp19,Still has prior diagnosed condition:    Multiple sclerosis,0.0
n_prevhcondno21,Previous health condition:    COPD (Chronic Obstructive Pulmonary Disease),24.8285
n_hospcp21,Hospital in-patient due to diagnosed condition: COPD (Chronic Obstructive Pulmon,1.1123
n_hospdcp21,Hospital in-patient days due to prior condition: COPD (Chronic Obstructive Pulmo,0.0666
n_hcondp21,Still has prior diagnosed condition:    COPD (Chronic Obstructive Pulmonary Diseas,1.1847
n_prevhcondno23,Previous health condition:    Osteoarthritis,24.8285
n_hospcp23,Hospital in-patient due to diagnosed condition: Osteoarthritis,4.8415
n_hospdcp23,Hospital in-patient days due to prior condition: Osteoarthritis,0.2005
n_hcondp23,Still has prior diagnosed condition:    Osteoarthritis,2.561
n_prevhcondno24,Previous health condition:    Rheumatoid arthritis,24.8285
n_hospcp24,Hospital in-patient due to diagnosed condition: Rheumatoid arthritis,1.3668
n_hospdcp24,Hospital in-patient days due to prior condition: Rheumatoid arthritis,0.0324
n_hcondp24,Still has prior diagnosed condition:    Rheumatoid arthritis,0.7456
n_prevhcondno26,Previous health condition:    Bowel/colorectal cancer,24.8285
n_hospcp26,Hospital in-patient due to diagnosed condition: Bowel/colorectal cancer,0.0254
n_hospdcp26,Hospital in-patient days due to prior condition: Bowel/colorectal cancer,0.0057
n_hcondp26,Still has prior diagnosed condition:    Bowel/colorectal cancer,0.0482
n_prevhcondno27,Previous health condition:    Lung cancer,24.8285
n_hospcp27,Hospital in-patient due to diagnosed condition: Lung cancer,0.0254
n_hospdcp27,Hospital in-patient days due to prior condition: Lung cancer,0.0044
n_hcondp27,Still has prior diagnosed condition:    Lung cancer,0.0355
n_prevhcondno28,Previous health condition:    Breast cancer,24.8285
n_hospcp28,Hospital in-patient due to diagnosed condition: Breast cancer,0.0374
n_hospdcp28,Hospital in-patient days due to prior condition: Breast cancer,0.0063
n_hcondp28,Still has prior diagnosed condition:    Breast cancer,0.0755
n_prevhcondno29,Previous health condition:    Prostate cancer,24.8285
n_hospcp29,Hospital in-patient due to diagnosed condition: Prostate cancer,0.1732
n_hospdcp29,Hospital in-patient days due to prior condition: Prostate cancer,0.0114
n_hcondp29,Still has prior diagnosed condition:    Prostate cancer,0.2126
n_prevhcondno30,Previous health condition:    Liver cancer,24.8285
n_hospcp30,Hospital in-patient due to diagnosed condition: Liver cancer,0.0133
n_hospdcp30,Hospital in-patient days due to prior condition: Liver cancer,0.0025
n_hcondp30,Still has prior diagnosed condition:    Liver cancer,0.0178
n_prevhcondno31,Previous health condition:    Skin cancer or melanoma,24.8285
n_hospcp31,Hospital in-patient due to diagnosed condition: Skin cancer or melanoma,0.0482
n_hospdcp31,Hospital in-patient days due to prior condition: Skin cancer or melanoma,0.0038
n_hcondp31,Still has prior diagnosed condition:    Skin cancer or melanoma,0.0945
n_prevhcondno33,Previous health condition:    Type 1 diabetes,24.8285
n_hospcp33,Hospital in-patient due to diagnosed condition: Type 1 diabetes,0.4105
n_hospdcp33,Hospital in-patient days due to prior condition: Type 1 diabetes,0.019
n_hcondp33,Still has prior diagnosed condition:    Type 1 diabetes,0.4683
n_prevhcondno34,Previous health condition:    Type 2 diabetes,24.8285
n_hospcp34,Hospital in-patient due to diagnosed condition: Type 2 diabetes,2.6181
n_hospdcp34,Hospital in-patient days due to prior condition: Type 2 diabetes,0.033
n_hcondp34,Still has prior diagnosed condition:    Type 2 diabetes,2.7666
n_prevhcondno35,Previous health condition:    Gestational diabetes/during pregnancy,24.8285
n_hospcp35,Hospital in-patient due to diagnosed condition: Gestational diabetes/during preg,0.0044
n_hospdcp35,Hospital in-patient days due to prior condition: Gestational diabetes/during pre,0.0
n_hcondp35,Still has prior diagnosed condition:    Gestational diabetes/during pregnancy,0.0108
n_prevhcondno38,Previous health condition:    Depression,24.8285
n_hospcp38,Hospital in-patient due to diagnosed condition: Depression,3.0952
n_hospdcp38,Hospital in-patient days due to prior condition: Depression,0.0406
n_hcondp38,Still has prior diagnosed condition:    Depression,3.7101
n_prevhcondno39,Previous health condition:    Psychosis or schizophrenia,24.8285
n_hospcp39,Hospital in-patient due to diagnosed condition: Psychosis or schizophrenia,0.1237
n_hospdcp39,Hospital in-patient days due to prior condition: Psychosis or schizophrenia,0.0095
n_hcondp39,Still has prior diagnosed condition:    Psychosis or schizophrenia,0.1434
n_prevhcondno40,Previous health condition:    Bipolar disorder or manic depression,24.8285
n_hospcp40,Hospital in-patient due to diagnosed condition: Bipolar disorder or manic depres,0.2145
n_hospdcp40,Hospital in-patient days due to prior condition: Bipolar disorder or manic depre,0.0108
n_hcondp40,Still has prior diagnosed condition:    Bipolar disorder or manic depression,0.2443
n_prevhcondno41,Previous health condition:    Eating disorder,24.8285
n_hospcp41,Hospital in-patient due to diagnosed condition: Eating disorder,0.1675
n_hospdcp41,Hospital in-patient days due to prior condition: Eating disorder,0.0025
n_hcondp41,Still has prior diagnosed condition:    Eating disorder,0.2183
n_prevhcondno42,Previous health condition:    Post-traumatic stress disorder,24.8285
n_hospcp42,Hospital in-patient due to diagnosed condition: Post-traumatic stress disorder,0.5006
n_hospdcp42,Hospital in-patient days due to prior condition: Post-traumatic stress disorder,0.0089
n_hcondp42,Still has prior diagnosed condition:    Post-traumatic stress disorder,0.5933
n_prevhcondno66,Previous health condition: A phobia,29.5887
n_hospcp66,Hospital in-patient due to diagnosed condition: A phobia,0.2971
n_hospdcp66,Hospital in-patient days due to prior condition: A phobia,0.0015
n_hcondp66,Still has prior diagnosed condition: A phobia,0.3337
n_prevhcondno67,Previous health condition: Panic attacks,29.5887
n_hospcp67,Hospital in-patient due to diagnosed condition: Panic attacks,1.6672
n_hospdcp67,Hospital in-patient days due to prior condition: Panic attacks,0.0117
n_hcondp67,Still has prior diagnosed condition: Panic attacks,2.0902
n_prevhcondno68,Previous health condition: Attention deficit hyperactivity disorder (ADHD) or At,29.5887
n_hospcp68,Hospital in-patient due to diagnosed condition: Attention deficit hyperactivity,0.3645
n_hospdcp68,Hospital in-patient days due to prior condition: Attention deficit hyperactivity,0.0044
n_hcondp68,Still has prior diagnosed condition: Attention deficit hyperactivity disorder (A,0.382
n_prevhcondno69,Previous health condition: Post-natal depression,29.5887
n_hospcp69,Hospital in-patient due to diagnosed condition: Post-natal depression,0.0351
n_hospdcp69,Hospital in-patient days due to prior condition: Post-natal depression,0.0015
n_hcondp69,Still has prior diagnosed condition: Post-natal depression,0.0688
n_prevhcondno70,Previous health condition: Dementia (including Alzheimer’s),29.5887
n_hospcp70,Hospital in-patient due to diagnosed condition: Dementia (including Alzheimer's),0.0834
n_hospdcp70,Hospital in-patient days due to prior condition: Dementia (including Alzheimer's,0.0015
n_hcondp70,Still has prior diagnosed condition: Dementia (including Alzheimer's),0.0
n_prevhcondno72,Previous health condition: A personality disorder,29.5887
n_hospcp72,Hospital in-patient due to diagnosed condition: A personality disorder,0.2239
n_hospdcp72,Hospital in-patient days due to prior condition: A personality disorder,0.0073
n_hcondp72,Still has prior diagnosed condition: A personality disorder,0.2547
n_prevhcondno73,Previous health condition: Obsessive compulsive disorder (OCD),29.5887
n_hospcp73,Hospital in-patient due to diagnosed condition: Obsessive compulsive disorder (O,0.5064
n_hospdcp73,Hospital in-patient days due to prior condition: Obsessive compulsive disorder (,0.0029
n_hcondp73,Still has prior diagnosed condition: Obsessive compulsive disorder (OCD),0.5694
n_prevhcondno74,Previous health condition: Seasonal affective disorder,29.5887
n_hospcp74,Hospital in-patient due to diagnosed condition: Seasonal affective disorder,0.4259
n_hospdcp74,Hospital in-patient days due to prior condition: Seasonal affective disorder,0.0
n_hcondp74,Still has prior diagnosed condition: Seasonal affective disorder,0.4874
n_prevhcondno75,Previous health condition: Alcohol or drug dependence,29.5887
n_hospcp75,Hospital in-patient due to diagnosed condition: Alcohol or drug dependence,0.0966
n_hospdcp75,Hospital in-patient days due to prior condition: Alcohol or drug dependence,0.0029
n_hcondp75,Still has prior diagnosed condition: Alcohol or drug dependence,0.1391
n_prevhcondno78,Previous health condition: Cystic Fibrosis,29.5887
n_hospcp78,Hospital in-patient due to diagnosed condition: Cystic Fibrosis,0.0234
n_hospdcp78,Hospital in-patient days due to prior condition: Cystic Fibrosis,0.0029
n_hcondp78,Still has prior diagnosed condition: Cystic Fibrosis,0.0
n_prevhcondno79,"Previous health condition: Blood or bone marrow cancer, such as leukaemia",29.5887
n_hospcp79,"Hospital in-patient due to diagnosed condition: Blood or bone marrow cancer, suc",0.2181
n_hospdcp79,"Hospital in-patient days due to prior condition: Blood or bone marrow cancer, su",0.0146
n_hcondp79,"Still has prior diagnosed condition: Blood or bone marrow cancer, such as leukae",0.3044
n_prevhcondno81,Previous health condition: Parkinson's disease,29.5887
n_hospcp81,Hospital in-patient due to diagnosed condition: Parkinson's disease,0.1127
n_hospdcp81,Hospital in-patient days due to prior condition: Parkinson's disease,0.0088
n_hcondp81,Still has prior diagnosed condition: Parkinson's disease,0.0
n_prevhcondno82,Previous health condition: Motor Neurone disease,29.5887
n_hospcp82,Hospital in-patient due to diagnosed condition: Motor Neurone disease,0.0102
n_hospdcp82,Hospital in-patient days due to prior condition: Motor Neurone disease,0.0015
n_hcondp82,Still has prior diagnosed condition: Motor Neurone disease,0.0
n_prevhcondno83,Previous health condition: A learning disability,29.5887
n_hospcp83,Hospital in-patient due to diagnosed condition: A learning disability,0.06
n_hospdcp83,Hospital in-patient days due to prior condition: A learning disability,0.0
n_hcondp83,Still has prior diagnosed condition: A learning disability,0.0
n_prevhcondno84,Previous health condition: Cerebral palsy,29.5887
n_hospcp84,Hospital in-patient due to diagnosed condition: Cerebral palsy,0.0146
n_hospdcp84,Hospital in-patient days due to prior condition: Cerebral palsy,0.0
n_hcondp84,Still has prior diagnosed condition: Cerebral palsy,0.0
n_prevhcondno86,Previous health condition: Problems with your spleen,29.5887
n_hospcp86,Hospital in-patient due to diagnosed condition: Problems with your spleen,0.0029
n_hospdcp86,Hospital in-patient days due to prior condition: Problems with your spleen,0.0
n_hcondp86,Still has prior diagnosed condition: Problems with your spleen,0.0044
n_prevhcondno87,Previous health condition: Sickle cell disease,29.5887
n_hospcp87,Hospital in-patient due to diagnosed condition: Sickle cell disease,0.0117
n_hospdcp87,Hospital in-patient days due to prior condition: Sickle cell disease,0.0
n_hcondp87,Still has prior diagnosed condition: Sickle cell disease,0.0
n_prevhcondno88,Previous health condition: Very overweight (a BMI of 40 or above),29.5887
n_hospcp88,Hospital in-patient due to diagnosed condition: Very overweight (a BMI of 40 or,1.6203
n_hospdcp88,Hospital in-patient days due to prior condition: Very overweight (a BMI of 40 or,0.0161
n_hcondp88,Still has prior diagnosed condition: Very overweight (a BMI of 40 or above),1.9131
n_prevhcondno89,Previous health condition: Generalised anxiety disorder,29.5887
n_hospcp89,Hospital in-patient due to diagnosed condition: Generalised anxiety disorder,2.7693
n_hospdcp89,Hospital in-patient days due to prior condition: Generalised anxiety disorder,0.0146
n_hcondp89,Still has prior diagnosed condition: Generalised anxiety disorder,3.4924
n_prevhcondno71,Previous health condition: Nervous breakdown,29.5887
n_hcondp71,Still has prior diagnosed condition: Nervous breakdown,0.0
n_hospcp71,Hospital in-patient due to diagnosed condition: Nervous breakdown,0.0
n_hospdcp71,Hospital in-patient days due to prior condition: Nervous breakdown,0.0
n_prevhcondno80,Previous health condition: Chronic kidney disease,29.5887
n_hcondp80,Still has prior diagnosed condition: Chronic kidney disease,0.12
n_hospcp80,Hospital in-patient due to diagnosed condition: Chronic kidney disease,0.1054
n_hospdcp80,Hospital in-patient days due to prior condition: Chronic kidney disease,0.0059
n_opserv1,service no.1: Satisfaction with service use,13.4778
n_srvynot1,service no.1: Why not use service in last 12 months,4.2441
n_opserv2,service no.2: Satisfaction with service use,7.3801
n_srvynot2,service no.2: Why not use service in last 12 months,10.3157
n_opserv3,service no.3: Satisfaction with service use,0.5798
n_srvynot3,service no.3: Why not use service in last 12 months,17.1001
n_opserv4,service no.4: Satisfaction with service use,1.2304
n_srvynot4,service no.4: Why not use service in last 12 months,16.4662
n_opserv5,service no.5: Satisfaction with service use,1.2177
n_srvynot5,service no.5: Why not use service in last 12 months,16.5016
n_opserv6,service no.6: Satisfaction with service use,5.1238
n_srvynot6,service no.6: Why not use service in last 12 months,12.5867
n_opserv7,service no.7: Satisfaction with service use,0.7387
n_srvynot7,service no.7: Why not use service in last 12 months,16.9758
n_opserv8,service no.8: Satisfaction with service use,4.5414
n_srvynot8,service no.8: Why not use service in last 12 months,13.1806
n_opserv9,service no.9: Satisfaction with service use,1.2137
n_srvynot9,service no.9: Why not use service in last 12 months,16.5009
n_opserv10,service no.10: Satisfaction with service use,0.9705
n_srvynot10,service no.10: Why not use service in last 12 months,16.7387
n_lscyb41,stepchild no. 1: Year step-child joined resp HH,1.3166
n_lsclv1,stepchild no. 1: Step-child still lives in resp HH,1.4434
n_lscno1,stepchild no. 1: PNO of step-child in HH,0.3524
n_lchchkstep1,stepchild no. 1: Date of birth check - resident step-child,0.2819
n_lschhgmis1,stepchild no. 1: Child's other parent lives in household,0.0592
n_lscyd41,stepchild no. 1: Year of death - step-child,0.0085
n_lscsx1,stepchild no. 1: Sex of step-child,1.1249
n_lscal1,stepchild no. 1: Age of step-child when last lived with resp,0.967
n_lscby41,stepchild no. 1: Year of birth - step-child,0.874
n_reltopwcsfh1,stepchild no. 1: Relationship to child's mother/father,0.0085
n_lscyb42,stepchild no. 2: Year step-child joined resp HH,0.5892
n_lsclv2,stepchild no. 2: Step-child still lives in resp HH,0.6541
n_lscno2,stepchild no. 2: PNO of step-child in HH,0.1353
n_lchchkstep2,stepchild no. 2: Date of birth check - resident step-child,0.1043
n_lschhgmis2,stepchild no. 2: Child's other parent lives in household,0.0226
n_lscyd42,stepchild no. 2: Year of death - step-child,0.0028
n_lscsx2,stepchild no. 2: Sex of step-child,0.5328
n_lscal2,stepchild no. 2: Age of step-child when last lived with resp,0.4511
n_lscby42,stepchild no. 2: Year of birth - step-child,0.3806
n_reltopwcsfh2,stepchild no. 2: Relationship to child's mother/father,0.0
n_lscyb43,stepchild no. 3: Year step-child joined resp HH,0.1522
n_lsclv3,stepchild no. 3: Step-child still lives in resp HH,0.1748
n_lscno3,stepchild no. 3: PNO of step-child in HH,0.031
n_lchchkstep3,stepchild no. 3: Date of birth check - resident step-child,0.0197
n_lschhgmis3,stepchild no. 3: Child's other parent lives in household,0.0085
n_lscyd43,stepchild no. 3: Year of death - step-child,0.0
n_lscsx3,stepchild no. 3: Sex of step-child,0.1522
n_lscal3,stepchild no. 3: Age of step-child when last lived with resp,0.1128
n_lscby43,stepchild no. 3: Year of birth - step-child,0.0874
n_reltopwcsfh3,stepchild no. 3: Relationship to child's mother/father,0.0028
n_lscyb44,stepchild no. 4: Year step-child joined resp HH,0.0395
n_lsclv4,stepchild no. 4: Step-child still lives in resp HH,0.0507
n_lscno4,stepchild no. 4: PNO of step-child in HH,0.0056
n_lchchkstep4,stepchild no. 4: Date of birth check - resident step-child,0.0028
n_lschhgmis4,stepchild no. 4: Child's other parent lives in household,0.0028
n_lscyd44,stepchild no. 4: Year of death - step-child,0.0
n_lscsx4,stepchild no. 4: Sex of step-child,0.0479
n_lscal4,stepchild no. 4: Age of step-child when last lived with resp,0.0338
n_lscby44,stepchild no. 4: Year of birth - step-child,0.0338
n_reltopwcsfh4,stepchild no. 4: Relationship to child's mother/father,0.0
n_lscyb45,stepchild no. 5: Year step-child joined resp HH,0.0056
n_lsclv5,stepchild no. 5: Step-child still lives in resp HH,0.0085
n_lscno5,stepchild no. 5: PNO of step-child in HH,0.0028
n_lchchkstep5,stepchild no. 5: Date of birth check - resident step-child,0.0
n_lschhgmis5,stepchild no. 5: Child's other parent lives in household,0.0028
n_lscyd45,stepchild no. 5: Year of death - step-child,0.0
n_lscsx5,stepchild no. 5: Sex of step-child,0.0085
n_lscal5,stepchild no. 5: Age of step-child when last lived with resp,0.0028
n_lscby45,stepchild no. 5: Year of birth - step-child,0.0028
n_reltopwcsfh5,stepchild no. 5: Relationship to child's mother/father,0.0
n_trwho1,training spell 1: Training provider,16.3081
n_traindays1,training spell 1: No. of days on training course,15.988
n_trainhrs1,training spell 1: No. of hours per day training,16.0444
n_trainend1,training spell 1: Training ended,16.3221
n_trainpurp11,training spell 1:    Purpose of training: To help you get started in your job,16.2179
n_trainpurp21,training spell 1: Purpose of training: To improve your skills in your current jo,16.2179
n_trainpurp31,training spell 1: Purpose of training: To maintain professional status and/or me,16.2179
n_trainpurp41,training spell 1: Purpose of training: To prepare you for a job you might do in,16.2179
n_trainpurp51,training spell 1: Purpose of training: To help you get a promotion,16.2179
n_trainpurp61,training spell 1: Purpose of training: Health and Safety Training,16.2179
n_trainpurp71,training spell 1: Purpose of training: For hobbies or leisure,16.2179
n_trainqual1,training spell 1: Qualifications from training,16.2877
n_trwho2,training spell 2: Training provider,7.9385
n_traindays2,training spell 2: No. of days on training course,7.8171
n_trainhrs2,training spell 2: No. of hours per day training,7.8302
n_trainend2,training spell 2: Training ended,7.9528
n_trainpurp12,training spell 2:    Purpose of training: To help you get started in your job,7.8992
n_trainpurp22,training spell 2: Purpose of training: To improve your skills in your current jo,7.8992
n_trainpurp32,training spell 2: Purpose of training: To maintain professional status and/or me,7.8992
n_trainpurp42,training spell 2: Purpose of training: To prepare you for a job you might do in,7.8992
n_trainpurp52,training spell 2: Purpose of training: To help you get a promotion,7.8992
n_trainpurp62,training spell 2: Purpose of training: Health and Safety Training,7.8992
n_trainpurp72,training spell 2: Purpose of training: For hobbies or leisure,7.8992
n_trainqual2,training spell 2: Qualifications from training,7.9439
n_trwho3,training spell 3: Training provider,4.4756
n_traindays3,training spell 3: No. of days on training course,4.401
n_trainhrs3,training spell 3: No. of hours per day training,4.4091
n_trainend3,training spell 3: Training ended,4.4966
n_trainpurp13,training spell 3: Purpose of training: To help you get started in your job,4.4722
n_trainpurp23,training spell 3: Purpose of training: To improve your skills in your current jo,4.4722
n_trainpurp33,training spell 3: Purpose of training: To maintain professional status and/or me,4.4722
n_trainpurp43,training spell 3: Purpose of training: To prepare you for a job you might do in,4.4722
n_trainpurp53,training spell 3: Purpose of training: To help you get a promotion,4.4722
n_trainpurp63,training spell 3: Purpose of training: Health and Safety Training,4.4722
n_trainpurp73,training spell 3: Purpose of training: For hobbies or leisure,4.4722
n_trainqual3,training spell 3: Qualifications from training,4.4877
n_deviceo_code,Access to mobile technology via other devices,5.9696
n_hednto_code,Other reason not going to HE,0.0267
n_jbendoth_code,Job finished for other reasons,0.492
n_lgcvsympoth_code,Other symptoms of long Covid,0.2565
n_mreasono_code,mreason - reason for moving to the UK,0.2534
n_nxtendoth_code,Job finished for other reasons,0.1403
n_scrx_code,other reason sc refused,0.325
n_scux_code,other reason resp unable,0.721
n_stendoth_code,Job finished for other reasons,1.0716
n_wktecho_code,Technology use for work via other devices,1.6404
n_xpmvoth_code,Prospective move for other reasons,2.0785
n_yafutb,Young Adult: Future Plans 2nd mention,3.5325
n_doneproxy,Proxy interview done previously for this respondent,3.7827
n_iproxy,Able to do a proxy,2.3879
n_plieng,Interview conducted in English,2.3879
n_plitrans,Translated language,0.0097
n_prel,Rel between proxy and proxy informant,4.5248
n_preason,Reason for proxy,4.5193
n_pripn,PNO of proxy informant,4.5227
n_lprnt,Ever had/fathered children,4.4734
n_lnprnt,No. of children natural parent to,2.5773
n_ch1by4,DOB of eldest child: Year,2.4642
n_qualoc,UK or non-UK qualification,1.2472
n_qfvoc9,Vocational qualifications: NVQ/SVQ - Level 1 - 2,4.6279
n_qfvoc10,Vocational qualifications: NVQ/SVQ - Level 3 - 5,4.6279
n_sf1,General health,40.2317
n_pjulk4wk,Looked for work in last 4 weeks,1.7514
n_pjbptft,Part-time or full-time: current job,0.0977
n_pjsptft,S/emp: part-time or full-time,0.0275
n_prearn,Total earnings,1.9052
n_prearnw_w14,Total earnings weekly,0.0254
n_prearna_w14,Total earnings annually,0.0451
n_pbnft1,Income types received: NI Retirement/State Retirement (old age) Pension,4.3836
n_pbnft2,Income types received: Pension from previous employer(s),4.3836
n_pbnft13,Income types received: Universal Credit,3.6522
n_pbnft3,Income types received: Disability Living Allowance,4.3836
n_pbnft16,Child Disability Payment,0.2796
n_pbnft14,Personal Independence Payments,0.5876
n_pbnft17,Adult Disability Payment,0.2796
n_pbnft15,Attendance Allowance,0.5876
n_pbnft18,Pension Age Disability Payment,0.2796
n_pbnft4,Income types received: Job Seekers Allowance (Unemployment) and/or Income Suppor,4.3836
n_pbnft5,Income types received: Employment and Support Allowance,4.3836
n_pbnft6,Income types received: Child Benefit,4.3836
n_pbnft7,Income types received: Working Tax Credit (formerly Working Family Tax Credit an,4.3836
n_pbnft8,Income types received: Housing Benefit/Rent Rebate,4.3836
