variable_id,description,pct_nonnegative
n_cancertypn3,Breast,1.6101
n_cancertypn4,Prostate,1.6101
n_cancertypn5,Liver,1.6101
n_cancertypn6,Skin cancer or melanoma,1.6101
n_cancertypn8,"Blood or bone marrow cancer, such as leukaemia",1.0539
n_cancertypn7,Other,1.6101
n_brainnervtypn1,Parkinson's disease,0.4486
n_brainnervtypn2,Motor Neurone disease,0.4486
n_brainnervtypn4,A learning disability,0.4486
n_brainnervtypn5,Cerebral palsy,0.4486
n_brainnervtypn6,Other,0.4486
n_qualnew1,New qualifications gained: Higher Degree,3.0911
n_qualnew35,New qualifications gained: PGCE,2.6841
n_qualnew36,"New qualifications gained: First degree level qualification (e.g. BA, BSc)",2.6841
n_qualnew37,New qualifications gained: Foundation degree,2.6841
n_qualnew3,New qualifications gained: Diploma in HE,3.0911
n_qualnew38,New qualifications gained: Teach qual sec/further ed (excl PGCE),2.6841
n_qualnew39,New qualifications gained: Teach qual prim ed (excl PGCE),2.6841
n_qualnew5,New qualifications gained: Nursing/other med qual,3.0911
n_qualnew6,New qualifications gained: Other higher degree,3.0911
n_qualnew40,New qualifications gained: Access to Higher Education (HE) Diploma,2.6841
n_qualnew7,New qualifications gained: A Level,3.0911
n_qualnew8,New qualifications gained: Welsh Baccalaureate,3.0911
n_qualnew9,New qualifications gained: Internt'l Baccalaureate,3.0911
n_qualnew10,New qualifications gained: AS Level,3.0911
n_qualnew41,New qualifications gained: Scottish Baccalaureate,2.6841
n_qualnew42,New qualifications gained: Advanced Higher,2.6841
n_qualnew13,New qualifications gained: GCSE,3.0911
n_qualnew15,New qualifications gained: Credit Standard Grade (National 5 / Intermediate 2),3.0911
n_qualnew32,New qualifications gained: General Standard Grade (National 4 / Intermediate 1),2.8687
n_qualnew33,New qualifications gained: Foundation Standard Grade (National 3 / Access 3),2.8687
n_qualnew16,New qualifications gained: Other school cert,3.0911
n_qualnew17,New qualifications gained: Youth training cert,3.0911
n_qualnew18,New qualifications gained: Key Skills,3.0911
n_qualnew19,New qualifications gained: Basic skills,3.0911
n_qualnew20,New qualifications gained: Entry lvl qual (Wales),3.0911
n_qualnew21,New qualifications gained: Modern apprenticeship,3.0911
n_qualnew22,New qualifications gained: RSA/OCR/Cleri/comm qual,3.0911
n_qualnew23,New qualifications gained: City and Guilds Cert,3.0911
n_qualnew24,New qualifications gained: GNVQ/GSVQ,3.0911
n_qualnew43,New qualifications gained: NVQ/SVQ,2.6841
n_qualnew27,New qualifications gained: HNC/HND,3.0911
n_qualnew28,New qualifications gained: ONC/OND,3.0911
n_qualnew29,New qualifications gained: BTEC/BEC/TEC/EdExcel/LQL,3.0911
n_qualnew30,New qualifications gained: SCOTVEC/SCOTEC/SCOTBEC,3.0911
n_qualnew31,New qualifications gained: Other voc/tech/prof qual,3.0911
n_napprent1,New apprenticeship level (obtained since last interview): Intermediate/Level 2/F,0.0044
n_napprent2,New apprenticeship level (obtained since last interview): Advanced/Level 3/Advan,0.0044
n_napprent3,New apprenticeship level (obtained since last interview): Higher/Level 4 or 5,0.0044
n_napprent4,Degree/Level 6,0.0032
n_napprent5,Degree/Level 7,0.0032
n_nrsaocr1,New RSA/OCR level (obtained since last interview): RSA certificate (including St,0.0031
n_nrsaocr2,New RSA/OCR level (obtained since last interview): Diploma / OCR Level 2,0.0031
n_nrsaocr3,New RSA/OCR level (obtained since last interview): Advanced diploma or advanced,0.0031
n_nrsaocr4,New RSA/OCR level (obtained since last interview): Higher diploma / OCR Level 4,0.0031
n_ncitygld1,New City and Guilds level (obtained since last interview): Part 1 / Foundation,0.0469
n_ncitygld2,New City and Guilds level (obtained since last interview): Part 2 / Craft / Inte,0.0469
n_ncitygld3,New City and Guilds level (obtained since last interview): Part 3 / Advanced Cra,0.0469
n_ncitygld4,New City and Guilds level (obtained since last interview): Part 4 / Career Exten,0.0469
n_ngnsvq1,New GNVQ/GSVQ level (obtained since last interview): Foundation,0.0057
n_ngnsvq2,New GNVQ/GSVQ level (obtained since last interview): Intermediate,0.0057
n_ngnsvq3,New GNVQ/GSVQ level (obtained since last interview): Advanced,0.0057
n_nnsvq1,New NVQ/SVQ level (obtained since last interview): Level 1,0.0816
n_nnsvq2,New NVQ/SVQ level (obtained since last interview): Level 2,0.0816
n_nnsvq3,New NVQ/SVQ level (obtained since last interview): Level 3,0.0816
n_nnsvq4,New NVQ/SVQ level (obtained since last interview): Level 4,0.0816
n_nnsvq5,New NVQ/SVQ level (obtained since last interview): Level 5,0.0816
n_nnsvq6,New NVQ/SVQ level (obtained since last interview): Other NVQ/SVQ qualification,0.0816
n_nbtec1,New GNVQ/GSVQ level (obtained since last interview): First certificate or genera,0.2356
n_nbtec2,New GNVQ/GSVQ level (obtained since last interview): First diploma or general di,0.2356
n_nbtec3,New GNVQ/GSVQ level (obtained since last interview): National Certificate or Nat,0.2356
n_nbtec4,New GNVQ/GSVQ level (obtained since last interview): Higher level (level 4 or hi,0.2356
n_nscotvec1,Modules towards a National Certificate,0.0009
n_nscotvec2,First certificate or general certificate (below level 2),0.0009
n_nscotvec3,First diploma or general diploma (level 2),0.0009
n_nscotvec4,Full National Certificate(level 3),0.0009
n_nscotvec5,Higher level (level 4),0.0009
n_trqual1,Training qualifications gained: Higher Degree,5.9564
n_trqual35,Training qualifications gained: PGCE,5.0593
n_trqual36,"Training qualifications gained: First degree level qualification (e.g. BA, BSc)",5.0593
n_trqual37,Training qualifications gained: Foundation degree,5.0593
n_trqual3,Training qualifications gained: Diploma in HE,5.9564
n_trqual38,Training qualifications gained: Teach qual sec/further ed (excl PGCE),5.0593
n_trqual39,Training qualifications gained: Teach qual prim ed (excl PGCE),5.0593
n_trqual5,Training qualifications gained: Nursing/other med qual,5.9564
n_trqual6,Training qualifications gained: Other higher degree,5.9564
n_trqual40,Training qualifications gained: Access to Higher Education (HE) Diploma,5.0593
n_trqual7,Training qualifications gained: A Level,5.9564
n_trqual8,Training qualifications gained: Welsh Baccalaureate,5.9564
n_trqual9,Training qualifications gained: International Baccalaureate,5.9564
n_trqual10,Training qualifications gained: AS Level,5.9564
n_trqual41,Training qualifications gained: Scottish Baccalaureate,5.0593
n_trqual42,Training qualifications gained: Advanced Higher,5.0593
n_trqual13,Training qualifications gained: GCSE,5.9564
n_trqual15,Training qualifications gained: Credit Standard Grade (National 5 / Intermediate,5.9564
n_trqual32,Training qualifications gained: General Standard Grade (National 4 / Intermediat,5.457
n_trqual33,Training qualifications gained: Foundation Standard Grade (National 3 / Access 3,5.457
n_trqual16,Training qualifications gained: Other school cert,5.9564
n_trqual17,Training qualifications gained: Youth training certificate,5.9564
n_trqual18,Training qualifications gained: Key Skills,5.9564
n_trqual19,Training qualifications gained: Basic skills,5.9564
n_trqual20,Training qualifications gained: Entry lvl qual (Wales),5.9564
n_trqual21,Training qualifications gained: Modern apprenticeship,5.9564
n_trqual22,Training qualifications gained: RSA/OCR/Cleri/comm qual,5.9564
n_trqual23,Training qualifications gained: City and Guilds Certificate,5.9564
n_trqual24,Training qualifications gained: GNVQ/GSVQ,5.9564
n_trqual43,Training qualifications gained: NVQ/SVQ,5.0593
n_trqual27,Training qualifications gained: HNC/HND,5.9564
n_trqual28,Training qualifications gained: ONC/OND,5.9564
n_trqual29,Training qualifications gained: BTEC/BEC/TEC/EdExcel/LQL,5.9564
n_trqual30,Training qualifications gained: SCOTVEC/SCOTEC/SCOTBEC,5.9564
n_trqual34,Training qualifications gained: First Aid and other Health & Safety Certificates,5.457
n_trqual31,Training qualifications gained: Other voc/tech/prof qual,5.9564
n_trapprent1,Intermediate/Level 2/Foundation Modern,0.0548
n_trapprent2,Advanced/Level 3/Advanced Modern,0.0548
n_trapprent3,Higher/Level 4 or 5,0.0548
n_trapprent4,Degree/Level 6,0.0645
n_trapprent5,Degree/Level 7,0.0645
n_trrsaocr1,New training: RSA/OCR level (obtained since last interview): RSA certificate (in,0.0088
n_trrsaocr2,New training: RSA/OCR level (obtained since last interview): Diploma / OCR Level,0.0088
n_trrsaocr3,New training: RSA/OCR level (obtained since last interview): Advanced diploma or,0.0088
n_trrsaocr4,New training: RSA/OCR level (obtained since last interview): Higher diploma / OC,0.0088
n_trcitygld1,New training: City and Guilds level (obtained since last interview): Part 1 / Fo,0.1904
n_trcitygld2,New training: City and Guilds level (obtained since last interview): Part 2 / Cr,0.1904
n_trcitygld3,New training: City and Guilds level (obtained since last interview): Part 3 / Ad,0.1904
n_trcitygld4,New training: City and Guilds level (obtained since last interview): Part 4 / Ca,0.1904
n_trgnsvq1,New training: GNVQ/GSVQ level (obtained since last interview): Foundation,0.0171
n_trgnsvq2,New training: GNVQ/GSVQ level (obtained since last interview): Intermediate,0.0171
n_trgnsvq3,New training: GNVQ/GSVQ level (obtained since last interview): Advanced,0.0171
n_trnsvql1,New training: NVQ/SVQ level (obtained since last interview): Level 1,0.415
n_trnsvql2,New training: NVQ/SVQ level (obtained since last interview): Level 2,0.415
n_trnsvql3,New training: NVQ/SVQ level (obtained since last interview): Level 3,0.415
n_trnsvql4,New training: NVQ/SVQ level (obtained since last interview): Level 4,0.415
n_trnsvql5,New training: NVQ/SVQ level (obtained since last interview): Level 5,0.415
n_trnsvql6,New training: NVQ/SVQ level (obtained since last interview): Other NVQ/SVQ quali,0.415
n_trbtec1,New training: BTEC/BEC/TEC/EdExcel/LQL level (obtained since last interview): Fi,0.0811
n_trbtec2,New training: BTEC/BEC/TEC/EdExcel/LQL level (obtained since last interview): Fi,0.0811
n_trbtec3,New training: BTEC/BEC/TEC/EdExcel/LQL level (obtained since last interview): Na,0.0811
n_trbtec4,New training: BTEC/BEC/TEC/EdExcel/LQL level (obtained since last interview): Hi,0.0811
n_trscotvec1,New training: SCOTVEC/SCOTEC/SCOTBEC level (obtained since last interview): Modu,0.0026
n_trscotvec2,New training: SCOTVEC/SCOTEC/SCOTBEC level (obtained since last interview): Firs,0.0026
n_trscotvec3,New training: SCOTVEC/SCOTEC/SCOTBEC level (obtained since last interview): Firs,0.0026
n_trscotvec4,New training: SCOTVEC/SCOTEC/SCOTBEC level (obtained since last interview): Full,0.0026
n_trscotvec5,New training: SCOTVEC/SCOTEC/SCOTBEC level (obtained since last interview): High,0.0026
n_stendreas1,Reason most recent job ended: Promoted,4.9157
n_stendreas2,Reason most recent job ended: Left for better job,4.9157
n_stendreas3,Reason most recent job ended: Made redundant,4.9157
n_stendreas4,Reason most recent job ended: Dismissed/sacked,4.9157
n_stendreas12,Reason most recent job ended: Furloughed,4.4837
n_stendreas5,Reason most recent job ended: Temporary job ended,4.9157
n_stendreas6,Reason most recent job ended: Took retirement,4.9157
n_stendreas7,Reason most recent job ended: Health reasons,4.9157
n_stendreas8,Reason most recent job ended: Left to have baby,4.9157
n_stendreas9,Reason most recent job ended: Look after family,4.9157
n_stendreas10,Reason most recent job ended: Look after other person,4.9157
n_stendreas11,Reason most recent job ended: Moved area,4.9157
n_stendreas97,Reason most recent job ended: Other reason,4.9157
n_matlvnew1,Maternity leave,1.0984
n_matlvnew2,Paternity leave,1.0984
n_matlvnew3,Adoption leave,1.0984
n_matlvnew4,Shared parental leave,1.0984
n_matlvnew5,No such leave,1.0984
n_matlvcode1,maternity leave no. 1: Type of leave taken - computed,0.9489
n_matlvcode2,maternity leave no. 2: Type of leave taken - computed,0.9489
n_matlvcode3,maternity leave no. 3: Type of leave taken - computed,0.9489
n_matlvcode4,maternity leave no. 4: Type of leave taken - computed,0.9489
n_jbendreas1,Reason job ended: Promoted,3.7558
n_jbendreas2,Reason job ended: Left for better job,3.7558
n_jbendreas3,Reason job ended: Made redundant,3.7558
n_jbendreas4,Reason job ended: Dismissed/sacked,3.7558
n_jbendreas5,Reason job ended: Temporary job ended,3.7558
n_jbendreas6,Reason job ended: Took retirement,3.7558
n_jbendreas7,Reason job ended: Health reasons,3.7558
n_jbendreas8,Reason job ended: Left to have baby,3.7558
n_jbendreas9,Reason job ended: Look after family,3.7558
n_jbendreas10,Reason job ended: Look after other person,3.7558
n_jbendreas11,Reason job ended: Moved area,3.7558
n_jbendreas97,Reason job ended: Other reason,3.7558
n_nxtendreas1,Reason job ended: Promoted,0.932
n_nxtendreas2,Reason job ended: Left for better job,0.932
n_nxtendreas3,Reason job ended: Made redundant,0.932
n_nxtendreas4,Reason job ended: Dismissed/sacked,0.932
n_nxtendreas5,Reason job ended: Temporary job ended,0.932
n_nxtendreas6,Reason job ended: Took retirement,0.932
n_nxtendreas7,Reason job ended: Health reasons,0.932
n_nxtendreas8,Reason job ended: Left to have baby,0.932
n_nxtendreas9,Reason job ended: Look after family,0.932
n_nxtendreas10,Reason job ended: Look after other person,0.932
n_nxtendreas11,Reason job ended: Moved area,0.932
n_nxtendreas97,Reason job ended: Other reason,0.932
n_jbwah,Working at home,35.4598
n_ovtpay,Additional pay for extra hours,30.0928
n_wktrv1,Drive myself by car or van,38.9743
n_wktrv2,Get a lift with someone from household,38.9743
n_wktrv3,Get a lift with someone outside the household,38.9743
n_wktrv4,Motorcycle/moped/scooter,38.9743
n_wktrv5,Taxi/minicab,38.9743
n_wktrv6,Bus/coach,38.9743
n_wktrv7,Train,38.9743
n_wktrv8,Underground/Metro/Tram/Light railway,38.9743
n_wktrv9,Cycle,38.9743
n_wktrv10,Walk,38.9743
n_wktrv97,Other,38.9743
n_firmdecline,Refused employer link information,10.6936
n_jswah,Working at home,4.3328
n_jswktrv1,Drive myself by car or van,4.1331
n_jswktrv2,Get a lift with someone from household,4.1331
n_jswktrv3,Get a lift with someone outside the household,4.1331
n_jswktrv4,Motorcycle/moped/scooter,4.1331
n_jswktrv5,Taxi/minicab,4.1331
n_jswktrv6,Bus/coach,4.1331
n_jswktrv7,Train,4.1331
n_jswktrv8,Underground/Metro/Tram/Light railway,4.1331
n_jswktrv9,Cycle,4.1331
n_jswktrv10,Walk,4.1331
n_jswktrv97,Other,4.1331
n_workdis,Distance from work,45.231
n_journeysat,Satisfaction with commute,41.202
n_workpark,Availability workplace parking,40.7124
n_workparkpay,Pay for work parking,36.6161
n_wkphys,Physicality of job,52.9134
n_jbperfp,Pay includes performance related pay,46.0264
n_jbonus,Pay includes bonuses or profit share,46.1489
n_jbrise,Pay includes annual increments,45.4697
n_tujbpl,Union or staff association at workplace,44.8035
n_tuin1,Member of workplace union,28.0837
n_jbpen,Pension: Employer runs a pension scheme,45.4989
n_jbpenm,Pension: Member of employer's scheme,36.1025
n_jbpeny4,Year pension started,28.9687
n_penmcn,Contributions made to employer's pension scheme,29.2591
n_penmpy,Percentage of pay/salary made,19.5257
n_penmtp,Final pension calculated,18.074
n_penspb,Partner receives benefits under occup pension scheme,18.6269
n_wktime,Times of day usually worked,53.2932
n_wkends,Usually works weekends,53.3065
n_jbflex1,Flexible working arrangements: Part-time working,45.4772
n_jbflex2,Flexible working arrangements: Working term-time only,45.4772
n_jbflex3,Flexible working arrangements: Job sharing,45.4772
n_jbflex4,Flexible working arrangements: Flexi-time,45.4772
n_jbflex5,Flexible working arrangements: Working compressed hours,45.4772
n_jbflex6,Flexible working arrangements: To work annualised hours,45.4772
n_jbflex7,Flexible working arrangements: To work from home on a regular basis,45.4772
n_jbflex9,Flexible working arrangements: Zero-hours contract,46.0865
n_jbflex10,Flexible working arrangements: On-call working,46.0865
n_jbflex8,Flexible working arrangements: Other flexible working arrangements,45.4772
n_jbflex96,Flexible working arrangements: None of these,45.4772
n_jbfxuse1,Flexible work use: Part-time working,34.9488
n_jbfxuse2,Flexible work use: Working term-time only,34.9488
n_jbfxuse3,Flexible work use: Job sharing,34.9488
n_jbfxuse4,Flexible work use: Flexi-time,34.9488
n_jbfxuse5,Flexible work use: Working compressed hours,34.9488
n_jbfxuse6,Flexible work use: To work annualised hours,34.9488
n_jbfxuse7,Flexible work use: To work from home on a regular basis,34.9488
n_jbfxuse9,Flexible work use: Zero-hours contract,36.0854
n_jbfxuse10,Flexible work use: On-call working,36.0854
n_jbfxuse8,Flexible work use: Other flexible working arrangements,34.9488
n_jbfxuse96,Flexible work use: None of these,34.9488
n_jbfxinf,Informal flexible working arrangements,46.1047
n_wktech1,Desktop computer,54.0036
n_wktech2,Laptop,54.0036
n_wktech3,Smartphone,54.0036
n_wktech4,Tablet,54.0036
n_wktech5,Feature phone / non-touchscreen mobile phone,54.0036
n_wktech6,Handheld device/PDA,54.0036
n_wktech97,Other devices,54.0036
n_wktech96,None of these,54.0036
n_wktechinet1,Desktop computer,45.2025
n_wktechinet2,Laptop,45.2025
n_wktechinet3,Smartphone,45.2025
n_wktechinet4,Tablet,45.2025
n_wktechinet5,Feature phone / non-touchscreen mobile phone,45.2025
n_wktechinet6,Handheld device/PDA,45.2025
n_wktechinet96,None of these,45.2025
n_wkhome,Working at/from home frequency,54.0175
n_wkaut1,Autonomy over job tasks,53.2452
n_wkaut2,Autonomy over work pace,53.2182
n_wkaut3,Autonomy over work manner,53.2198
n_wkaut4,Autonomy over task order,53.2282
n_wkaut5,Autonomy over work hours,53.2357
n_wkaut6,Autonomy over work location,53.8524
n_depenth1,Feels tense about job,53.1723
n_depenth2,Feels uneasy about job,53.1557
n_depenth3,Feels worried about job,53.1736
n_depenth4,Feels depressed about job,53.1686
n_depenth5,Feels gloomy about job,53.1477
n_depenth6,Feels miserable about job,53.1644
n_jblkcha,Would like: Better job with same employer,52.9377
n_jbxpcha,Expect: Better job with same employer,52.1507
n_jblkchb,Would like: Work related training,53.0248
n_jbxpchb,Expect: Work related training,52.1957
n_jblkchc,Would like: New job with a new employer,52.424
n_jbxpchc,Expect: New job with a new employer,51.3581
n_jblkchd,Would like: Start own business,52.884
n_jbxpchd,Expect: Start own business,52.6215
n_jblkche,Would like: Give up paid work,53.1015
n_jbxpche,Expect: Give up paid work,52.8111
n_jbsec,Job security in next 12 months,45.4268
n_nestlink,NEST consent,83.5045
n_nestesent,Email reminder sent of agreement for consent link to NEST records,29.6892
n_julk4x1,Looked for work in last 4 weeks: Applied directly to an employer,3.2367
n_julk4x2,Looked for work in last 4 weeks: Studied or replied to advertisements,3.2367
n_julk4x3,Looked for work in last 4 weeks: Searched for jobs/information about jobs on the,3.2367
n_julk4x4,Looked for work in last 4 weeks: Contacted a private employment agency or job ce,3.2367
n_julk4x5,Looked for work in last 4 weeks: Asked friends or contacts,3.2367
n_julk4x6,Looked for work in last 4 weeks: Taken steps to start your own business,3.2367
n_julk4x96,Looked for work in last 4 weeks: Or none of these steps,3.2367
n_illwk,Work illness,53.8665
n_mlrnotnew1,I prefer to look after my child(ren) myself,0.1962
n_mlrnotnew2,I cannot earn enough to pay for childcare,0.1962
n_mlrnotnew3,I cannot find suitable childcare,0.1962
n_mlrnotnew4,There are no jobs in the right place for me,0.1962
n_mlrnotnew5,There are no jobs with the right hours for me,0.1962
n_mlrnotnew6,There are no jobs available for me,0.1962
n_mlrnotnew7,I am in full-time education,0.1962
n_mlrnotnew8,I am on a training course,0.1962
n_mlrnotnew9,My family would lose benefits if I was earning,0.1962
n_mlrnotnew10,I am caring for an elderly or ill relative or friend,0.1962
n_mlrnotnew11,I cannot work because of poor health,0.1962
n_mlrnotnew12,I prefer not to work,0.1962
n_mlrnotnew13,My spouse/partner disapproves,0.1962
n_mlrnotnew97,Some other reason,0.1962
n_volun,Volunteer in last 12 months,94.8241
n_volfreq,Frequency of volunteering,16.5248
n_volhrs,Hours spent volunteering in last 4 weeks,16.3724
n_lvreladp1,Mother,98.3782
n_lvreladp2,Father,98.3782
n_lvreladp4,Brothers/sisters,98.3782
n_lvreladp5,Grandchildren,98.3782
n_lvreladp6,Grandparents,98.3782
n_lvreladp7,Great Grandchildren,98.3782
n_lvreladp8,Great Grandparents,98.3782
n_lvreladp9,Step/adoptive mother,98.3782
n_lvreladp10,Step/adoptive father,98.3782
n_lvreladp11,Biological Son(s)/daughter(s),98.3782
n_lvreladp12,Adopted Son(s)/daughter(s),98.3782
n_lvreladp13,Step Son(s)/daughter(s),98.3782
n_lvreladp96,None of these,98.3782
n_nrels4,number of absent brothers/sisters,71.1943
n_nrels5,number of absent grandchildren,26.4303
n_nrels6,number of absent grandparents,18.4511
n_nrels7,number of absent great grandchildren,4.0946
n_nrels8,number of absent great grandparents,0.9071
n_nrels11,number of absent biological son(s)/daughter(s),37.1571
n_nrels12,number of absent adopted son(s)/daughter(s),0.9106
n_nrels13,number of absent step son(s)/daughter(s),5.5144
n_biou161,Biological children under 16 not living in HH,38.0987
n_biou16num1,Number Biological children under 16 not living in HH,1.356
n_adopu161,Adopted children under 16 not living in HH,1.0206
n_adopu16num1,Number Adopted children under 16 not living in HH,0.0254
n_stepu161,Step children under 16 not living in HH,5.6553
n_stepu16num1,Number Step children under 16 not living in HH,0.2847
n_lchcliv16,Where currently live -children under 16,0.0902
n_lchcar16,Care arrangements - children under 16 outside UK,0.031
n_lch2uk16,Children under 16 to come to the UK,0.031
n_paaid1,Giving them lifts in your car (if you have one),48.3501
n_paaid2,Shopping for them,48.3501
n_paaid3,Providing or cooking meals,48.3501
n_paaid4,"Helping with basic personal needs like dressing, eating or bathing",48.3501
n_paaid5,"Washing, ironing or cleaning",48.3501
n_paaid6,"Dealing with personal affairs e.g. paying bills, writing letters",48.3501
n_paaid7,"Decorating, gardening or house repairs",48.3501
n_paaid8,Financial help,48.3501
n_paaid97,Anything else,48.3501
n_paaid96,None of these,48.3501
n_paidu1,Getting a lift in their car (if they have one),48.3169
n_paidu2,Shopping for you,48.3169
n_paidu3,Providing or cooking meals,48.3169
n_paidu4,Looking after your children,48.3169
n_paidu5,"Washing, ironing or cleaning",48.3169
n_paidu6,"Dealing with personal affairs e.g. paying bills, writing letters",48.3169
n_paidu7,"Decorating, gardening or house repairs",48.3169
n_paidu8,Financial help,48.3169
n_paidu97,Anything else,48.3169
n_paidu96,None of these,48.3169
n_chaid161,Giving them lifts in your car (if you have one),39.7263
n_chaid162,Shopping for them,39.7263
n_chaid163,Providing or cooking meals,39.7263
n_chaid164,Looking after their children,39.7263
n_chaid165,"Washing, ironing or cleaning",39.7263
n_chaid166,"Dealing with personal affairs e.g. paying bills, writing letters",39.7263
n_chaid167,"Decorating, gardening or house repairs",39.7263
n_chaid168,Financial help,39.7263
n_chaid1697,Anything else,39.7263
n_chaid1696,None of these,39.7263
n_caidu161,Getting lifts in their car (if they have one),39.697
n_caidu162,Shopping for you,39.697
n_caidu163,Providing or cooking meals,39.697
n_caidu164,"Help with basic personal needs like dressing, eating or bathing",39.697
n_caidu165,"Washing, ironing or cleaning",39.697
n_caidu166,"Dealing with personal affairs e.g. paying bills, writing letters",39.697
n_caidu167,"Decorating, gardening or house repairs",39.697
n_caidu168,Financial help,39.697
n_caidu1697,Anything else,39.697
n_caidu1696,None of these,39.697
n_benbase1,Income: Receives core benefits: Income Support,96.5809
n_benbase2,Income: Receives core benefits: Job Seeker's Allowance,96.5809
n_benbase3,Income: Receives core benefits: Child Benefit,96.5809
n_benbase4,Income: Receives core benefits: Universal Credit,96.5809
n_benbase96,Income: Receives core benefits: None of these,96.5809
n_benpen1,Income: Pensions: State Retirement (Old Age) Pension,69.4224
n_benpen2,Income: Pensions: A pension from a previous employer,69.4224
n_benpen3,Income: Pensions: A pension from a spouse's previous employer,69.4224
n_benpen4,Income: Pensions: Pension Credit including Guarantee Credit & Savings Credit,69.4224
n_benpen5,Income: Pensions: Private Pension or Annuity,69.4224
n_benpen6,Income: Pensions: Widow's or War Widow's Pension,69.4224
n_benpen7,"Income: Pensions: Widowed Mother's Allowance, Parent's Allowance or Bereavement",69.4224
n_benpen8,Income: Pensions: War Disablement Pension,69.4224
n_benpen96,Income: Pensions: None of these,69.4224
n_bendis1,Income: Disability benefits: Incapacity Benefit,71.7887
n_bendis2,Income: Disability benefits: Employment and Support Allowance,71.7887
n_bendis3,Income: Disability benefits: Severe Disablement Allowance,71.7887
n_bendis4,Income: Disability benefits: Carer's Allowance,71.7887
n_bendis5,Income: Disability benefits: Disability Living Allowance,71.7887
n_bendis13,Income: Disability benefits: Child Disability Payment,59.9227
n_bendis12,Income: Disability benefits: Personal Independence Payments,76.4582
n_bendis14,Income: Disability benefits: Adult Disability Payment,59.9227
n_bendis7,Income: Disability benefits: Attendance Allowance,71.7887
n_bendis15,Income: Disability benefits:    Pension Age Disability Payment,59.9227
n_bendis8,Income: Disability benefits: Industrial Injury Disablement Benefit,71.7887
n_bendis10,Income: Disability benefits: Sickness and Accident Insurance,71.7887
n_bendis97,Income: Disability benefits: Any other disability related benefit or payment,76.4582
n_bendis96,Income: Disability benefits: None of these,71.7887
n_othben1,Other benefits or credits: Foster Allowance,96.5324
n_othben2,Other benefits or credits: Maternity Allowance,96.5324
n_othben5,Other benefits or credits: Working Tax Credit,96.5324
n_othben6,Other benefits or credits: Council Tax Reduction,96.5324
n_othben7,Other benefits or credits: Rate Rebate,96.5324
n_othben8,Other benefits or credits: Housing Benefit,96.5324
n_othben9,Other benefits or credits: Rent Rebate,96.5324
n_othben10,Scottish Child Payment,98.3006
n_othben97,Other benefits or credits: Any other state benefit or credit,96.5324
n_othben96,Other benefits or credits: None of these,96.5324
n_bensta8,Income: Other sources: Student Loan and/or Tuition Fee Loan,96.6385
n_bensta2,Income: Other sources: Other Education Grant,94.7386
n_bensta3,Income: Other sources: Trade Union or Friendly Society Payment,94.7386
n_bensta4,Income: Other sources: Maintenance or Alimony,94.7386
n_bensta5,Income: Other sources: Payments from a family member not living with you,94.7386
n_bensta6,Income: Other sources: Rent from Boarders or Lodgers (not family members) living,94.7386
n_bensta7,Income: Other sources: Rent from any other property even if that only covers tha,94.7386
n_bensta97,Income: Other sources: Or any other regular payment,94.9914
n_bensta96,Income: Other sources: None of these,94.7386
n_missource01,Income source enumerated at previous wave but not current wave: NI Retirement/St,97.6121
n_missource02,Income source enumerated at previous wave but not current wave: A Pension from a,97.6121
n_missource03,Income source enumerated at previous wave but not current wave: A Pension from a,97.6121
n_missource04,Income source enumerated at previous wave but not current wave: A Private Pensio,97.6121
n_missource05,Income source enumerated at previous wave but not current wave: A Widow's or War,97.6121
n_missource06,Income source enumerated at previous wave but not current wave: A Widowed Mother,97.6121
n_missource07,Income source enumerated at previous wave but not current wave: Pension Credit (,97.6121
n_missource08,Income source enumerated at previous wave but not current wave: Severe Disableme,97.6121
n_missource09,Income source enumerated at previous wave but not current wave: Industrial Injur,97.6121
n_missource10,Income source enumerated at previous wave but not current wave: Disability Livin,97.6121
n_missource11,Income source enumerated at previous wave but not current wave: Attendance Allow,97.6121
n_missource12,Income source enumerated at previous wave but not current wave: Carer's Allowanc,97.6121
n_missource13,Income source enumerated at previous wave but not current wave: War Disablement,97.6121
n_missource14,Income source enumerated at previous wave but not current wave: Incapacity Benef,97.6121
n_missource15,Income source enumerated at previous wave but not current wave: Income Support,97.6121
n_missource16,Income source enumerated at previous wave but not current wave: Job Seeker's All,97.6121
n_missource18,Income source enumerated at previous wave but not current wave: Child Benefit (i,97.6121
n_missource19,Income source enumerated at previous wave but not current wave: Child Tax Credit,97.6121
n_missource20,Income source enumerated at previous wave but not current wave: Working Tax Cred,97.6121
n_missource21,Income source enumerated at previous wave but not current wave: Maternity Allowa,97.6121
n_missource22,Income source enumerated at previous wave but not current wave: Housing Benefit,97.6121
n_missource23,Income source enumerated at previous wave but not current wave: Council Tax Bene,97.6121
n_missource24,Income source enumerated at previous wave but not current wave: Educational Gran,97.6121
n_missource25,Income source enumerated at previous wave but not current wave: Trade Union / Fr,97.6121
n_missource26,Income source enumerated at previous wave but not current wave: Maintenance or A,97.6121
n_missource27,Income source enumerated at previous wave but not current wave: Payments from a,97.6121
n_missource28,Income source enumerated at previous wave but not current wave: Rent from Boarde,97.6121
n_missource29,Income source enumerated at previous wave but not current wave: Rent from any ot,97.6121
n_missource30,Income source enumerated at previous wave but not current wave: Foster Allowance,97.6121
